               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 117,            0.024683,            0.037432,           0.0026356,             0.98822,                   1,             0.99565,             0.73798,            0.019355,            0.022961,           0.0016014,           0.0073943,           0.0073943,           0.0073943
                 118,            0.025175,            0.038422,           0.0024517,             0.99446,              0.9906,             0.99564,             0.74416,            0.019162,            0.023415,           0.0015242,            0.007355,            0.007355,            0.007355
                 119,            0.025476,            0.037954,           0.0025405,             0.98804,             0.99639,             0.99559,             0.75138,            0.017823,            0.022369,           0.0016551,           0.0073155,           0.0073155,           0.0073155
                 120,            0.025039,             0.04031,           0.0027134,             0.99597,             0.99615,             0.99571,             0.74118,            0.018056,            0.022955,           0.0016565,           0.0072758,           0.0072758,           0.0072758
                 121,            0.024394,            0.038822,           0.0029113,             0.99547,             0.99808,             0.99561,             0.73695,            0.018666,            0.023138,           0.0015678,           0.0072361,           0.0072361,           0.0072361
                 122,            0.025005,            0.037724,            0.002378,             0.99753,             0.99758,             0.99563,             0.75355,            0.019308,            0.023114,           0.0017111,           0.0071962,           0.0071962,           0.0071962
                 123,             0.02615,            0.039612,           0.0027386,             0.99457,             0.99604,             0.99558,             0.71617,            0.019279,            0.023213,           0.0019337,           0.0071561,           0.0071561,           0.0071561
                 124,            0.023809,            0.037823,            0.002681,             0.99679,             0.99604,             0.99575,             0.77196,            0.018399,            0.022639,           0.0015852,            0.007116,            0.007116,            0.007116
                 125,            0.024738,            0.040522,           0.0026607,             0.99387,             0.99852,             0.99574,             0.73808,            0.018284,            0.022476,            0.001442,           0.0070757,           0.0070757,           0.0070757
                 126,               0.024,             0.03753,           0.0026908,             0.99027,             0.99685,             0.99568,             0.76265,            0.017361,             0.02367,           0.0017241,           0.0070353,           0.0070353,           0.0070353
                 127,            0.023299,            0.037078,           0.0023468,             0.99322,             0.99555,             0.99573,             0.73474,            0.017933,            0.022258,           0.0015048,           0.0069948,           0.0069948,           0.0069948
                 128,            0.024291,             0.03682,           0.0025376,             0.99754,             0.99925,             0.99573,             0.74553,            0.018877,             0.02264,           0.0013506,           0.0069541,           0.0069541,           0.0069541
                 129,            0.024239,            0.038933,           0.0023673,             0.99519,             0.99888,             0.99575,             0.77223,            0.017351,            0.022108,           0.0013555,           0.0069134,           0.0069134,           0.0069134
                 130,            0.023133,            0.035903,           0.0025236,             0.99658,             0.99539,             0.99578,             0.77675,            0.016567,            0.021711,           0.0014655,           0.0068726,           0.0068726,           0.0068726
                 131,            0.023757,            0.035184,           0.0024752,             0.99645,             0.99695,             0.99575,              0.7046,            0.019874,            0.023189,           0.0014734,           0.0068316,           0.0068316,           0.0068316
                 132,            0.023823,            0.039394,           0.0025228,             0.99497,             0.99911,             0.99581,              0.7758,            0.017296,            0.022192,           0.0013778,           0.0067906,           0.0067906,           0.0067906
                 133,            0.023309,            0.039086,            0.002117,             0.99429,             0.99959,             0.99581,             0.75167,            0.016954,            0.021842,           0.0012285,           0.0067495,           0.0067495,           0.0067495
                 134,            0.023721,            0.036878,           0.0025049,             0.99328,             0.99572,             0.99583,             0.77651,            0.017752,            0.022708,           0.0013557,           0.0067083,           0.0067083,           0.0067083
                 135,            0.024701,            0.038368,           0.0022555,             0.99694,             0.99567,             0.99579,             0.75935,            0.018172,            0.022473,           0.0012649,           0.0066671,           0.0066671,           0.0066671
                 136,            0.023813,            0.038672,           0.0023759,             0.99727,             0.99893,             0.99581,             0.78003,            0.017567,            0.021997,           0.0012936,           0.0066257,           0.0066257,           0.0066257
                 137,            0.025458,            0.037919,           0.0026868,             0.99637,             0.99676,             0.99579,             0.73373,             0.02085,             0.02336,            0.001433,           0.0065843,           0.0065843,           0.0065843
                 138,             0.02508,             0.03793,           0.0024189,             0.98993,             0.99803,             0.99579,             0.76969,            0.016886,            0.022271,           0.0013434,           0.0065429,           0.0065429,           0.0065429
                 139,            0.022993,            0.036364,           0.0024275,             0.99774,             0.99625,             0.99578,             0.75214,             0.01827,            0.022698,           0.0013758,           0.0065013,           0.0065013,           0.0065013
                 140,            0.023606,            0.040156,           0.0024022,             0.99589,              0.9963,             0.99576,             0.77175,            0.016369,            0.021558,           0.0013868,           0.0064597,           0.0064597,           0.0064597
                 141,            0.022595,            0.034675,           0.0024556,             0.99517,             0.99527,             0.99574,             0.75129,            0.017341,            0.022144,           0.0014423,           0.0064181,           0.0064181,           0.0064181
                 142,            0.021948,            0.036368,           0.0021845,             0.99676,             0.99527,             0.99579,              0.7719,            0.016724,            0.021865,           0.0013021,           0.0063764,           0.0063764,           0.0063764
                 143,            0.022082,            0.035872,            0.002508,             0.99661,                   1,             0.99567,             0.78403,            0.016825,            0.021594,           0.0013153,           0.0063347,           0.0063347,           0.0063347
                 144,            0.022479,            0.035277,           0.0022758,             0.99603,                   1,             0.99572,             0.78314,            0.017083,            0.021644,           0.0012189,            0.006293,            0.006293,            0.006293
                 145,            0.022629,            0.038312,           0.0021629,             0.99829,                   1,             0.99578,             0.80345,            0.015998,            0.020978,           0.0011604,           0.0062512,           0.0062512,           0.0062512
                 146,            0.021215,            0.034803,           0.0022237,             0.99822,             0.99977,             0.99574,             0.77644,            0.017135,            0.021946,           0.0011626,           0.0062093,           0.0062093,           0.0062093
                 147,            0.021908,            0.036648,           0.0022048,             0.99867,                   1,             0.99577,             0.78033,            0.016686,            0.021201,           0.0011073,           0.0061675,           0.0061675,           0.0061675
                 148,            0.021419,            0.034741,           0.0022725,             0.99738,                   1,             0.99579,              0.7849,            0.015802,            0.020686,           0.0010836,           0.0061256,           0.0061256,           0.0061256
                 149,            0.021593,            0.035256,           0.0021803,             0.99712,             0.99844,             0.99573,             0.79153,            0.015607,            0.021009,           0.0012493,           0.0060838,           0.0060838,           0.0060838
                 150,            0.020911,            0.035235,           0.0022042,             0.99485,             0.99691,             0.99526,             0.79048,             0.01572,            0.020951,           0.0017208,           0.0060419,           0.0060419,           0.0060419
                 151,            0.021035,            0.037122,            0.002425,             0.99476,              0.9957,             0.99546,             0.79017,            0.016201,             0.02137,            0.001644,               0.006,               0.006,               0.006
                 152,            0.021577,            0.036166,           0.0021101,             0.99582,             0.99318,             0.99578,             0.79673,            0.016533,            0.021364,           0.0011923,           0.0059581,           0.0059581,           0.0059581
                 153,            0.021511,            0.036603,           0.0018976,              0.9931,             0.99852,             0.99581,             0.79781,             0.01589,            0.020996,            0.001046,           0.0059162,           0.0059162,           0.0059162
                 154,            0.023283,            0.036936,           0.0020241,             0.99747,              0.9951,             0.99578,              0.7867,            0.016446,             0.02129,           0.0010411,           0.0058744,           0.0058744,           0.0058744
                 155,            0.023427,            0.037732,           0.0019808,             0.99415,             0.99998,             0.99573,              0.7591,            0.016908,            0.021233,           0.0010702,           0.0058325,           0.0058325,           0.0058325
                 156,            0.022797,            0.036483,           0.0020972,              0.9946,             0.99844,             0.99568,             0.79073,             0.01713,            0.021345,            0.001172,           0.0057907,           0.0057907,           0.0057907
                 157,            0.022611,            0.034495,           0.0021709,             0.99871,             0.99756,             0.99573,             0.77128,            0.015756,            0.020784,           0.0012014,           0.0057488,           0.0057488,           0.0057488
                 158,            0.021946,            0.034543,           0.0020431,             0.99865,             0.99871,             0.99583,             0.80642,            0.015953,            0.021172,           0.0011611,            0.005707,            0.005707,            0.005707
                 159,            0.021705,            0.035533,            0.002303,             0.99845,             0.99933,             0.99584,             0.80633,            0.015552,            0.020628,           0.0011028,           0.0056653,           0.0056653,           0.0056653
                 160,            0.021277,            0.033973,           0.0020451,             0.99795,             0.99966,             0.99581,             0.81765,            0.015255,            0.020725,           0.0011102,           0.0056236,           0.0056236,           0.0056236
                 161,            0.020849,            0.035137,           0.0021525,             0.99698,             0.99813,             0.99582,             0.82178,            0.015068,            0.020639,              0.0012,           0.0055819,           0.0055819,           0.0055819
                 162,            0.020163,             0.03433,           0.0021079,             0.99735,             0.99841,             0.99579,              0.8143,            0.015062,            0.020615,           0.0011961,           0.0055403,           0.0055403,           0.0055403
                 163,            0.020429,            0.035073,           0.0021292,             0.99737,             0.99843,              0.9958,             0.80687,            0.015773,            0.020872,           0.0011567,           0.0054987,           0.0054987,           0.0054987
                 164,            0.020848,            0.035129,           0.0018197,             0.99716,             0.99721,             0.99581,             0.80786,            0.014953,            0.020674,            0.001109,           0.0054571,           0.0054571,           0.0054571
                 165,            0.020857,            0.036277,           0.0018156,              0.9966,             0.99538,             0.99578,              0.7995,              0.0151,            0.020762,           0.0011673,           0.0054157,           0.0054157,           0.0054157
                 166,            0.021805,            0.037099,           0.0020887,             0.99792,             0.99573,             0.99578,             0.81114,            0.016028,            0.021306,           0.0010607,           0.0053743,           0.0053743,           0.0053743
                 167,            0.021921,            0.034215,            0.001825,             0.99494,             0.99839,             0.99577,             0.81355,            0.015211,            0.020832,           0.0010264,           0.0053329,           0.0053329,           0.0053329
                 168,            0.020267,            0.035017,           0.0017678,             0.99424,             0.99768,              0.9957,             0.80467,            0.015284,            0.020842,           0.0011597,           0.0052917,           0.0052917,           0.0052917
                 169,            0.020019,            0.034184,           0.0018225,             0.99684,             0.99966,             0.99583,             0.82804,            0.014762,            0.020388,           0.0010001,           0.0052505,           0.0052505,           0.0052505
                 170,            0.021144,            0.034597,            0.001835,             0.99743,             0.99908,             0.99581,             0.81507,            0.014661,            0.020396,           0.0010368,           0.0052094,           0.0052094,           0.0052094
                 171,            0.020122,            0.033811,           0.0019735,             0.99584,             0.99998,             0.99579,             0.81504,            0.014306,            0.020083,           0.0010708,           0.0051684,           0.0051684,           0.0051684
                 172,            0.020312,             0.03625,           0.0018272,             0.99702,             0.99845,             0.99582,             0.80156,            0.015064,             0.02069,           0.0010333,           0.0051274,           0.0051274,           0.0051274
                 173,            0.019296,            0.034732,           0.0017287,             0.99895,             0.99529,             0.99585,             0.81887,            0.014025,            0.019818,          0.00097983,           0.0050866,           0.0050866,           0.0050866
                 174,            0.019798,            0.036571,           0.0021243,              0.9928,             0.99988,             0.99587,             0.81425,            0.014618,            0.019953,           0.0010464,           0.0050459,           0.0050459,           0.0050459
                 175,            0.019463,            0.033713,           0.0017522,             0.99509,             0.99696,              0.9958,             0.81468,            0.014352,            0.019925,           0.0012338,           0.0050052,           0.0050052,           0.0050052
                 176,            0.021023,            0.035295,           0.0017584,             0.99941,             0.99531,             0.99589,              0.7974,            0.015384,            0.020253,          0.00094813,           0.0049647,           0.0049647,           0.0049647
                 177,            0.021707,            0.035623,            0.001936,             0.99897,             0.99685,             0.99586,             0.81475,            0.015179,            0.019924,          0.00097626,           0.0049243,           0.0049243,           0.0049243
                 178,            0.021188,            0.033333,           0.0016772,             0.99554,                   1,             0.99582,             0.81805,            0.014712,            0.019638,          0.00099487,            0.004884,            0.004884,            0.004884
                 179,            0.020239,            0.032865,           0.0016457,             0.99776,             0.99687,             0.99585,             0.81121,            0.015179,            0.019966,          0.00099586,           0.0048439,           0.0048439,           0.0048439
                 180,            0.019456,            0.032914,           0.0018184,             0.99707,             0.99846,             0.99585,             0.82071,            0.014832,             0.01989,           0.0009613,           0.0048038,           0.0048038,           0.0048038
                 181,            0.019455,              0.0335,           0.0018053,             0.99718,             0.99844,             0.99586,             0.82499,            0.014133,            0.019803,          0.00092298,           0.0047639,           0.0047639,           0.0047639
                 182,            0.018929,            0.032686,           0.0017856,             0.99767,                   1,             0.99579,             0.83117,              0.0143,            0.020064,          0.00091716,           0.0047242,           0.0047242,           0.0047242
                 183,            0.018791,            0.033357,           0.0017751,             0.99649,                   1,             0.99579,             0.82933,            0.014385,            0.020382,          0.00091889,           0.0046845,           0.0046845,           0.0046845
                 184,            0.020146,            0.033807,           0.0016554,             0.99724,             0.99816,              0.9958,              0.8289,            0.014127,            0.020183,          0.00093569,            0.004645,            0.004645,            0.004645
                 185,            0.020589,            0.034242,           0.0016869,             0.99689,             0.99913,             0.99585,              0.8385,            0.014282,            0.019898,          0.00094413,           0.0046057,           0.0046057,           0.0046057
                 186,            0.019206,            0.033892,           0.0015462,             0.99793,             0.99853,             0.99584,             0.79796,            0.014677,            0.019808,          0.00098423,           0.0045665,           0.0045665,           0.0045665
                 187,            0.019861,            0.033689,           0.0017552,             0.99883,             0.99859,             0.99582,             0.79956,            0.014372,            0.019638,          0.00091848,           0.0045275,           0.0045275,           0.0045275
                 188,            0.019104,            0.032399,            0.001716,             0.99883,             0.99876,             0.99584,             0.82107,            0.014111,            0.019525,          0.00087909,           0.0044886,           0.0044886,           0.0044886
                 189,            0.019359,            0.034404,            0.001709,             0.99734,             0.99973,             0.99579,             0.81814,            0.013923,            0.019358,          0.00086039,           0.0044499,           0.0044499,           0.0044499
                 190,            0.018981,            0.033626,            0.001908,             0.99857,             0.99722,             0.99582,              0.8332,            0.013735,            0.019354,          0.00086511,           0.0044114,           0.0044114,           0.0044114
                 191,            0.019267,            0.032363,           0.0015728,             0.99768,             0.99768,             0.99586,             0.82408,            0.014078,             0.01949,          0.00090664,           0.0043731,           0.0043731,           0.0043731
                 192,            0.019722,            0.036138,           0.0019118,              0.9973,             0.99811,             0.99586,             0.81294,            0.014014,            0.019825,          0.00089931,           0.0043349,           0.0043349,           0.0043349
                 193,            0.019495,            0.030776,           0.0015851,              0.9978,             0.99712,              0.9959,             0.81356,            0.014478,              0.0196,          0.00090022,           0.0042969,           0.0042969,           0.0042969
                 194,            0.019526,            0.034577,           0.0016199,             0.99713,                   1,             0.99586,             0.82179,            0.013696,            0.019296,          0.00088337,           0.0042591,           0.0042591,           0.0042591
                 195,            0.018453,            0.032627,           0.0016986,             0.99783,              0.9992,             0.99585,             0.83187,            0.013784,            0.019192,           0.0008755,           0.0042215,           0.0042215,           0.0042215
                 196,            0.019161,            0.033113,           0.0015797,             0.99764,             0.99892,             0.99585,             0.83973,            0.013588,            0.019108,          0.00083142,            0.004184,            0.004184,            0.004184
                 197,            0.019303,            0.032878,           0.0016205,             0.99629,             0.99897,             0.99586,             0.84139,            0.013164,            0.018995,          0.00082692,           0.0041468,           0.0041468,           0.0041468
                 198,            0.018232,             0.03295,           0.0015995,             0.99674,             0.99962,             0.99586,             0.83565,            0.013179,            0.018928,          0.00082872,           0.0041098,           0.0041098,           0.0041098
                 199,            0.018648,            0.033185,            0.001742,             0.99786,                   1,             0.99589,             0.83062,            0.013353,            0.018844,          0.00081715,            0.004073,            0.004073,            0.004073
                 200,            0.018025,            0.032368,           0.0015552,             0.99767,             0.99998,             0.99587,             0.83143,            0.013171,            0.018781,          0.00082525,           0.0040364,           0.0040364,           0.0040364
                 201,            0.018155,            0.032487,           0.0015457,             0.99725,             0.99932,             0.99591,             0.83881,            0.013189,            0.018578,          0.00084708,               0.004,               0.004,               0.004
                 202,            0.018631,            0.033602,           0.0017597,             0.99735,             0.99918,             0.99589,             0.82714,            0.013487,            0.018634,          0.00085262,           0.0039638,           0.0039638,           0.0039638
                 203,            0.017951,            0.031469,           0.0017009,             0.99734,             0.99941,             0.99589,             0.82767,            0.013331,            0.018813,          0.00085486,           0.0039279,           0.0039279,           0.0039279
                 204,            0.017761,            0.031014,           0.0015778,             0.99579,             0.99983,             0.99589,             0.81213,            0.013412,            0.018829,          0.00084947,           0.0038922,           0.0038922,           0.0038922
                 205,             0.01871,            0.032118,           0.0016487,             0.99723,             0.99948,             0.99589,             0.83308,            0.013492,            0.018943,           0.0008579,           0.0038567,           0.0038567,           0.0038567
                 206,            0.017778,            0.032939,           0.0015163,             0.99819,                   1,              0.9959,             0.84118,            0.013089,            0.018779,          0.00085318,           0.0038214,           0.0038214,           0.0038214
                 207,            0.017746,            0.031728,           0.0014549,             0.99777,                   1,             0.99589,             0.83227,            0.012933,            0.018547,           0.0007977,           0.0037864,           0.0037864,           0.0037864
                 208,            0.018506,            0.032601,           0.0016284,             0.99732,             0.99999,             0.99589,             0.82271,            0.013462,            0.018787,          0.00080134,           0.0037517,           0.0037517,           0.0037517
                 209,            0.017704,            0.032458,           0.0015572,             0.99693,             0.99997,             0.99589,             0.82406,            0.013366,            0.018755,          0.00081579,           0.0037171,           0.0037171,           0.0037171
                 210,            0.017932,            0.030559,            0.001451,             0.99805,             0.99705,             0.99592,             0.83141,            0.013048,            0.018556,          0.00087502,           0.0036829,           0.0036829,           0.0036829
                 211,            0.017951,            0.032068,           0.0013993,             0.99773,                   1,             0.99593,             0.83994,            0.013065,            0.018431,          0.00082631,           0.0036489,           0.0036489,           0.0036489
                 212,            0.017783,             0.03136,           0.0014659,              0.9965,             0.99999,             0.99593,             0.84454,             0.01275,            0.018244,          0.00079997,           0.0036151,           0.0036151,           0.0036151
                 213,             0.01759,            0.032524,           0.0014079,             0.99728,             0.99844,             0.99593,             0.83721,              0.0131,            0.018756,          0.00079314,           0.0035816,           0.0035816,           0.0035816
                 214,            0.017299,            0.032522,            0.001538,             0.99848,             0.99844,             0.99593,             0.83836,            0.012674,            0.018427,          0.00077164,           0.0035484,           0.0035484,           0.0035484
                 215,            0.017845,            0.031257,           0.0015068,             0.99926,             0.99842,              0.9959,             0.84285,            0.013024,            0.018701,          0.00076741,           0.0035154,           0.0035154,           0.0035154
                 216,            0.017959,            0.031858,           0.0013068,             0.99885,             0.99844,             0.99588,             0.84294,            0.012665,            0.018442,          0.00074021,           0.0034827,           0.0034827,           0.0034827
                 217,            0.017921,             0.03222,           0.0015958,             0.99891,             0.99844,             0.99588,             0.84124,            0.012546,            0.018182,          0.00072249,           0.0034503,           0.0034503,           0.0034503
                 218,            0.017659,             0.03336,           0.0013233,             0.99886,                   1,             0.99584,             0.83621,            0.012911,            0.018569,          0.00071872,           0.0034182,           0.0034182,           0.0034182
                 219,            0.017724,            0.032304,           0.0013672,             0.99866,                   1,             0.99584,             0.83619,            0.012565,            0.018222,          0.00071554,           0.0033863,           0.0033863,           0.0033863
                 220,            0.017785,            0.032482,           0.0014369,             0.99885,                   1,             0.99583,             0.84106,            0.012521,            0.018063,          0.00074816,           0.0033548,           0.0033548,           0.0033548
                 221,            0.017459,             0.03201,           0.0014738,             0.99926,                   1,             0.99583,             0.84614,             0.01234,            0.017849,          0.00073343,           0.0033235,           0.0033235,           0.0033235
                 222,            0.017654,            0.033368,           0.0016683,              0.9994,                   1,             0.99588,             0.84789,            0.012495,            0.017961,          0.00075392,           0.0032925,           0.0032925,           0.0032925
                 223,            0.017411,            0.031986,           0.0013627,             0.99839,                   1,             0.99589,              0.8544,            0.012594,            0.017943,          0.00075705,           0.0032618,           0.0032618,           0.0032618
                 224,            0.017504,            0.030881,           0.0014178,             0.99891,                   1,             0.99589,             0.84865,            0.012167,            0.017794,          0.00073643,           0.0032314,           0.0032314,           0.0032314
                 225,            0.016828,            0.030425,           0.0012441,             0.99882,             0.99997,             0.99589,             0.82983,            0.012524,            0.017941,          0.00072218,           0.0032013,           0.0032013,           0.0032013
                 226,            0.016862,            0.031568,           0.0012239,             0.99933,                   1,             0.99589,               0.849,            0.012692,            0.018055,           0.0006942,           0.0031716,           0.0031716,           0.0031716
                 227,            0.017381,             0.02989,           0.0012315,              0.9994,             0.99905,              0.9959,             0.85261,            0.012267,            0.017924,          0.00068052,           0.0031421,           0.0031421,           0.0031421
                 228,            0.017701,            0.031445,           0.0014703,             0.99746,                   1,              0.9959,             0.83801,            0.012596,            0.017761,          0.00067711,            0.003113,            0.003113,            0.003113
                 229,            0.017336,            0.032982,           0.0013165,             0.99633,                   1,             0.99591,             0.84575,            0.012206,            0.017501,          0.00068816,           0.0030841,           0.0030841,           0.0030841
                 230,             0.01717,            0.033134,           0.0014293,             0.99648,             0.99997,             0.99593,             0.84549,            0.012427,            0.017522,          0.00069637,           0.0030556,           0.0030556,           0.0030556
                 231,            0.017226,            0.031876,           0.0015597,             0.99702,             0.99997,             0.99592,             0.83394,            0.012483,            0.017637,          0.00070682,           0.0030274,           0.0030274,           0.0030274
                 232,            0.016589,            0.030781,           0.0014181,             0.99877,             0.99843,             0.99593,             0.84084,            0.012203,            0.017493,          0.00071602,           0.0029996,           0.0029996,           0.0029996
                 233,            0.016639,            0.030276,           0.0012534,             0.99861,             0.99844,             0.99593,             0.85737,            0.012134,            0.017627,          0.00071031,            0.002972,            0.002972,            0.002972
                 234,            0.016887,            0.031834,           0.0014427,             0.99866,             0.99869,             0.99593,             0.85999,             0.01205,            0.017526,          0.00070226,           0.0029448,           0.0029448,           0.0029448
                 235,            0.017192,            0.031639,           0.0014671,             0.99806,                   1,             0.99592,             0.84386,            0.012373,             0.01776,          0.00071318,           0.0029179,           0.0029179,           0.0029179
